,label,text
194,0,hope youve settled new school year wishin gr8 day
195,0,gud mrng dear hav nice day
196,0,u got persons story
197,0,hamster dead hey tmr meet 1pm orchard mrt
198,0,hi kate evening hope see tomorrow bit bloody babyjontet txt back u xxx
199,0,found enc ltgt
200,0,sent ltgt bucks
201,0,hello darlin ive finished college txt u finish u love kate xxx
202,0,account refilled successfully inr ltdecimalgt keralacircle prepaid account balance rs ltdecimalgt transaction id kr ltgt
203,0,goodmorning sleeping ga
204,0,u call alter 11 ok
205,0,ìï say like dat dun buy ericsson oso cannot oredi lar
206,0,entered cabin pa said happy bday boss felt special askd 4 lunch lunch invited apartment went
207,0,aight yo dats straight dogg
208,0,please give us connection today ltdecimalgt refund bill
209,0,shoot big loads get ready
210,0,whats bruv hope great break rewarding semester
211,0,home always chat
212,0,kkgoodstudy well
213,0,yup ì noe leh
214,0,sounds great home
215,0,finally match heading towards draw prediction
216,0,tired havent slept well past nights
217,0,easy ahsen got selected means good
218,0,take exam march 3
219,0,yeah think use gt atm register sure theres anyway help let know sure ready
220,0,ok prob take ur time
221,0,os called ubandu run without installing hard diskyou use os copy important files system give repair shop
222,0,sorry ill call later
223,0,u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh
224,1,500 new mobiles 2004 must go txt nokia 89545 collect todayfrom å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18
225,0,would really appreciate call need someone talk
226,1,u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo followed ur star sign e g horo aries
227,0,hey company elama po mudyadhu
228,0,life strict teacher bcoz teacher teaches lesson amp conducts exam life first conducts exam amp teaches lessons happy morning
229,0,dear good morning
230,0,get gandhipuram walk cross cut road right side ltgt street road turn first right
231,0,dear going rubber place
232,0,sorry battery died yeah im
233,0,yeshere tv always available work place
234,1,text meet someone sexy today u find date even flirt u join 4 10p reply name age eg sam 25 18 msg recdthirtyeight pence
235,0,printed oh ltgt come upstairs
236,0,ill little closer like bus stop street
237,0,youwhen wil reach
238,0,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct
239,1,u 447801259231 secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094597
240,0,tomarrow final hearing laptop case cant
241,0,pleassssssseeeeee tel v avent done sportsx
242,0,okay shining meant signing sounds better
243,0,although told u dat im baig face watches really like e watch u gave cos fr u thanx 4 everything dat uve done today im touched
244,0,u dont remember old commercial
245,0,late said website didnt dont slippers
246,0,asked call ok
247,0,kallis wont bat 2nd innings
248,0,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep
249,1,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
250,0,ranjith cal drpd deeraj deepak 5min hold
251,0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
252,0,doinghow
253,0,ups 3days also shipping company takes 2wks way usps takes week gets lag may bribe nipost get stuff
254,0,im back lemme know youre ready
255,0,dont necessarily expect done get back though im headin
256,0,mmm yummy babe nice jolt suzy
257,0,lover need
258,1,tried contact reply offer video handset 750 anytime networks mins unlimited text camcorder reply call 08000930705
259,0,iû÷m parked next mini coming today think
260,0,yup
261,0,anyway im going shopping cos sis done yet dun disturb u liao
262,0,luton 0125698789 ring ur around h
263,1,hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698
264,0,dint come us
265,0,wana plan trip sometme
266,0,sure yet still trying get hold
267,1,ur ringtone service changed 25 free credits go club4mobilescom choose content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt
268,0,evo download flash jealous
269,1,ringtone club get uk singles chart mobile week choose top quality ringtone message free charge
270,0,come mu sorting narcotics situation
271,0,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay
272,1,hmv bonus special 500 pounds genuine hmv vouchers answer 4 easy questions play send hmv 86688 infowww100percentrealcom
273,0,usf guess might well take 1 car
274,0,objection bf coming
275,0,thanx
276,0,tell rob mack gf theater
277,0,awesome ill see bit
278,0,sent type food like
279,0,done handed celebrations full swing yet
280,0,got called tool
281,0,wen u miss someone
282,0,ok asked money far
283,0,okie
284,0,yeah think usual guys still passed last night get ahold anybody let know ill throw
285,0,k might come tonight class lets early
286,0,ok
287,0,hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx
288,0,life means lot love life love people life world calls friends call world ge
289,0,dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense
290,0,hey told name gautham ah
291,0,haf u found feel stupid da v cam working
292,0,oops 4 got bit
293,0,much buzy
294,0,accidentally deleted message resend please
295,1,tmobile customer may claim free camera phone upgrade pay go sim card loyalty call 0845 021 3680offer ends 28thfebtcs apply
296,0,unless situation go gurl would appropriate
297,0,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
298,0,cant pick phone right pls send message
299,0,need coffee run tomocant believe time week already
300,0,awesome remember last time got somebody high first time diesel v
301,0,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
302,0,oh way food fridge want go meal tonight
303,0,womdarfull actor
304,1,sms ac blind date 4u rodds1 21m aberdeen united kingdom check httpimg sms acwicmb3cktz8r74 blind dates send hide
305,0,yup remb think book
306,0,jos ask u wana meet
307,0,lol yes friendship hanging thread cause u wont buy stuff
308,1,themob check newest selection content games tones gossip babes sport keep mobile fit funky text wap 82468
309,0,garage keys arent bookshelf
310,0,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
311,1,think ur smart win å£200 week weekly quiz text play 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week
312,0,says hell give call friends got money hes definitely buying end week
313,0,hi way u 2day normal waythis real ur uniquei hope know u 4 rest mylife hope u find wot lost
314,0,made day great day
315,0,kkadvance happy pongal
316,0,hmmm guess go 4 kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
317,0,really dude friends im afraid
318,1,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906
319,0,coffee cake guess
320,0,merry christmas babe love ya kisses
321,0,hey dont go watch x men lunch haha
322,0,cud u tell ppl im gona b bit l8 cos 2 buses hav gon past cos full im still waitin 4 1 pete x
323,0,would great well guild could meet bristol road somewhere get touch weekend plans take flight good week
324,0,problem
325,0,callsmessagesmissed calls
326,0,hi dahow todays class
327,0,id say thats good sign well know track record reading women
328,0,cool text youre parked
329,0,im reading text sent meant joke read light
330,0,kkapo kgood movie
331,0,maybe could get book tomo return immediately something
332,1,call germany 1 pence per minute call fixed line via access number 0844 861 85 85 prepayment direct access
333,0,chance might evaporated soon violated privacy stealing phone number employers paperwork cool please contact report supervisor
334,1,valentines day special win å£1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201
335,0,tadaaaaa home babe still
336,0,cool come havent wined dined
337,0,sleepingand surfing
338,0,sorry ill call later
339,0,u calling right call hand phone
340,0,ok thats great thanx lot
341,0,take post come must 1000s texts happy reading one wiv hello caroline end favourite bless
342,0,u hiding stranger
343,0,interested like
344,0,sister cleared two round birla soft yesterday
345,0,gudnitetcpractice going
346,0,dis yijue jus saw ur mail case huiming havent sent u num dis num
347,0,one small prestige problem
348,1,fancy shag dointerested sextextukcom txt xxuk suzy 69876 txts cost 150 per msg tncs website x
349,0,checking really miss seeing jeremiah great month
350,0,nah cant help ive never iphone
351,0,youre car hour half im going apeshit
352,0,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good
353,0,yo guys ever figure much need alcohol jay trying figure much safely spend weed
354,0,ltgt ish minutes 5 minutes ago wtf
355,0,thank callingforgot say happy onam sirjii fine remembered met insurance personmeet qatar insha allahrakhesh ex tata aig joined tisscotayseer
356,1,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
357,1,ur cashbalance currently 500 pounds maximize ur cashin send cash 86688 150pmsg cc 08708800282 hgsuite3422lands roww1j6hl
358,0,im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday
359,0,hello got st andrewsboy long way cold keep posted
360,0,ha ha cool cool chikku chikkudb
361,0,oh ok prob
362,0,check audreys status right
363,0,busy trying finish new year looking forward finally meeting
364,0,good afternoon sunshine dawns day refreshed happy alive breathe air smile think love always
365,0,well know z take care worries
366,1,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double mins 1000 txt orange call mobileupd8 08000839402 call2optoutf4q
367,1,discount code rp176781 stop messages reply stop wwwregalportfoliocouk customer services 08717205546
368,0,wat uniform get
369,0,cool text youre ready
370,0,hello boytoy geeee miss already woke wish bed cuddling love
371,0,spoil bed well
372,0,im going bath msg next ltgt min
373,0,cant keep talking people sure pay agree price pls tell want really buy much willing pay
374,1,thanks ringtone order reference t91 charged gbp 4 per week unsubscribe anytime calling customer services 09057039994
375,0,say happen
376,0,could seen mei didt recognise face
377,0,well theres lot things happening lindsay new years sighs bars ptbo blue heron something going
378,0,keep payasam rinu brings
379,0,taught ranjith sir called sms like becaus hes verifying project prabu told today pa dont mistake
380,0,guess thats worried must know theres way body repairs im quite sure shouldnt worry well take slow first tests guide ovulation relax nothing youve said reason worry ill keep followin
381,0,yeah sure give couple minutes track wallet
382,0,hey leave big deal take care
383,0,hey late ah meet 945
384,1,double mins txts 4 6months free bluetooth orange available sony nokia motorola phones call mobileupd8 08000839402 call2optoutn9dx
385,0,took mr owl 3 licks
386,0,customer place call
387,0,mm time dont like fun
388,1,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt
389,0,yup lunch buffet u eat already
390,0,huh late fr dinner
391,0,hey sat going intro pilates kickboxing
392,0,morning ok
393,0,yes think office lap room think thats last days didnt shut
394,0,pick bout 730ish time going
395,0,performance award calculated every two monthnot current one month period
396,0,actually sleeping still might u call back text gr8 rock sis send u text wen wake
397,0,always putting business put pictures ass facebook one open people ive ever met would think picture room would hurt make feel violated
398,0,good evening sir al salam wahleykkumsharing happy newsby grace god got offer tayseertissco joinedhope fineinshah allahmeet sometimerakheshvisitor india
399,0,hmmmkbut want change field quickly dai wanna get system administrator network administrator
400,1,free ringtone text first 87131 poly text get 87131 true tone help 0845 2814032 16 1st free tones 3xå£150pw eå£nd txt stop
401,0,dear chechi talk
402,0,hair cream shipped
403,0,none thats happening til get though
404,0,yep great loxahatchee xmas tree burning ltgt starts hour
405,0,haha get used driving usf man know lot stoners
406,0,well slightly disastrous class pm fav darlings hope day ok coffee wld good cant stay late tomorrow time place always
407,0,hello good week fancy drink something later
408,0,headin towards busetop
409,0,messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom
410,0,come room point iron plan weekend
411,0,cos want thing
412,0,okies ill go yan jiu skip ard oso go cine den go mrt one blah blah blah
413,0,bring home wendy
414,1,100 dating service call 09064012103 box334sk38ch
415,0,whatsup dont u want sleep
416,0,alright new goal
417,1,free entry å£250 weekly competition text word win 80086 18 tc wwwtxttowincouk
418,0,alright ill head minutes text meet
419,1,send logo 2 ur lover 2 names joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ads 150p
420,0,yesfrom last week im taking live call
421,1,someone contacted dating service entered phone fancy find call landline 09111032124 pobox12n146tf150p
422,0,siva hostel aha
423,1,urgent mobile number awarded å£2000 prize guaranteed call 09058094455 land line claim 3030 valid 12hrs
424,0,send ur friends receive something ur voice speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful attitude 6romantic 7shy 8attractive 9funny ltgt irritating ltgt lovable reply
425,0,ok shell ok guess
426,0,aathiwhere dear
427,0,pain urination thing else
428,0,7 esplanade ì mind giving lift cos got car today
429,0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
430,0,home watching tv lor
431,0,usually take fifteen fucking minutes respond yes question
432,1,congrats nokia 3650 video camera phone call 09066382422 calls cost 150ppm ave call 3mins vary mobiles 16 close 300603 post bcm4284 ldn wc1n3xx
433,0,booked ticket pongal
434,0,available im like right around hillsborough amp ltgt th
435,0,message sent askin ltgt dollars shoul pay ltgt ltgt
436,0,ask g iouri ive told story like ten times already
437,0,long applebees fucking take
438,0,hi hope u get txtjourney hasnt gdnow 50 mins late think
439,0,like love arrange
440,0,yeshe really greatbhaji told kallis best cricketer sachin worldvery tough get
441,0,supposed wake gt
442,0,oic saw tot din c found group liao
443,0,sorry ill call later
444,0,hey hey werethe monkeespeople say monkeyaround howdy gorgeous
445,0,sorry battery died come im getting gram wheres place
446,0,well done blimey exercise yeah kinda remember wot hmm
447,0,wont get concentration dear know mind everything
448,0,lol made plans new years
449,0,10 min later k
450,0,hanks lotsly
451,0,thanks hope good day today
452,0,kkwhat detail want transferacc enough
453,0,ok tell stay yeah tough optimistic things improve month
454,1,loan purpose å£500 å£75000 homeowners tenants welcome previously refused still help call free 0800 1956669 text back help
455,0,si si think ill go make oreo truffles
456,0,look amy ure beautiful intelligent woman like u lot know u donåõt like like donåõt worry
457,0,hope thats result consistently intelligent kind start asking practicum links keep ears open best ttyl
458,0,120 call cost guess isnt bad miss ya need ya want ya love ya
459,0,going thru different feelingwavering decisions coping individualtime heal everything believe
460,0,u go phone gonna die stay
461,0,great never better day gives even reasons thank god
462,1,upgrdcentre orange customer may claim free camera phone upgrade loyalty call 0207 153 9153 offer ends 26th july tcs apply optout available
463,0,sorry ill call later ok bye
464,0,ok way railway
465,0,great princess love giving receiving oral doggy style fave position enjoy making love ltgt times per night
466,0,dont put stuff roads keep getting slippery
467,0,going ride bike
468,0,yup need ill jus wait 4 e rain 2 stop
469,0,many company tell language
470,1,okmail dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tcs sae box326 cw25wx 150ppm
471,0,long since screamed princess
472,0,nothing meant money enters account bank remove flat rate someone transfered ltgt account ltgt dollars got removed banks differ charges also differbe sure trust 9ja person sending account details cos
473,1,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join uks largest dogging network txting moan 69888nyt ec2a 31pmsg150p
474,0,nice line said broken heart plz dont cum 1 times infront wise trust u good 9t
475,0,ok im gonna head usf like fifteen minutes
476,0,love aathilove u lot
477,0,tension ahwhat machiany problem
478,0,k pick another 8th youre done
479,0,whenre guys getting back g said thinking staying mcr
480,0,almost see u sec
481,0,yo carlos friends already asking working weekend
482,0,watching tv lor
483,0,thank baby cant wait taste real thing
484,0,change fb jaykwon thuglyfe falconerf
485,0,win really 1 side long time
486,1,free message activate 500 free text messages replying message word free terms conditions visit www07781482378com
487,0,dear reached railway happen
488,0,depends quality want type sent boye faded glory 6 want ralphs maybe 2
489,0,think ive fixed send test message
490,0,sorry man accounts dry would want could trade back half could buy shit credit card
491,1,congrats 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420ip45we 150pm dont miss
492,0,sorryin meeting ill call later
493,0,class ltgt reunion
494,0,free nowcan call
495,0,got meh
496,0,nope think go monday sorry replied late
497,0,told accenture confirm true
498,0,kate jackson rec center 7ish right
499,0,dear reache room
500,0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
501,0,ì come
502,0,check nuerologist
503,0,lolnice went fish water
504,1,123 congratulations weeks competition draw u å£1450 prize claim call 09050002311 b4280703 tcsstop sms 08718727868 18 150ppm
505,0,waiting e car dats bored wat cos wait outside got nothing 2 home stuff watch tv wat
506,0,maybe westshore hyde park village place near house
507,0,know hows anthony bringing money ive school fees pay rent stuff like thats need help friend need
508,0,whats significance
509,0,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
510,0,8 latest gs still scrounge ammo want give new ak try
511,0,prabhaim sorydarealyfrm heart im sory
512,0,lol ok forgiven
513,0,nojst change tat
514,1,guaranteed latest nokia phone 40gb ipod mp3 player å£500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
515,0,sno competition
516,1,boltblue tones 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tones txt
517,1,credits topped httpwwwbubbletextcom renewal pin tgxxrz
518,0,way transport less problematic sat night way u want ask n join bday feel free need know definite nos booking fri
519,0,usually person unconscious thats children adults may behave abnormally ill call
520,0,thats ebay might less elsewhere
521,0,shall come get pickle
522,0,gonna go get tacos
523,0,thats rude campus
524,1,urgent mobile awarded å£2000 bonus caller prize 020903 2nd attempt contact call 08718729755 box95qu
525,0,hi wont b ard 4 christmas enjoy n merry xmas
526,1,todays offer claim ur å£150 worth discount vouchers text yes 85023 savamob member offers mobile cs 08717898035 å£300 sub 16 unsub reply x
527,0,yes pretty lady like single
528,1,recieve tone within next 24hrs terms conditions please see channel u teletext pg 750
529,0,jay says youre doublefaggot
530,1,private 2003 account statement 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104
531,0,todaysundaysunday holidayso work
532,0,gudnitetcpractice going
533,0,ill late
534,0,ive called hoping l8r malaria know miss guys miss bani big pls give love especially great day
535,0,good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea
536,0,probably gonna see later tonight lt
537,0,maybe fat fingers press buttons doesnt know
538,0,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
539,0,tirupur da started office call
540,1,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop
541,0,famous quote develop ability listen anything unconditionally without losing temper self confidence means married
542,0,going college pa else ill come self pa
